NG_065155.1	4956
NG_065153.1	28987
NG_062683.1	34352
NG_063110.1	34391
NG_063111.1	5551
NG_065156.1	4944
NG_061033.1	36055
NG_061032.1	106023
NG_061105.1	39317
NG_062443.1	1136883
NG_063103.1	42260
NG_062140.1	4975
NG_063521.1	4976
NG_063522.1	4979
NG_063524.1	4981
NG_061034.1	42661
NG_062141.1	42659
NG_063101.1	43226
NG_063102.1	13202
NG_065802.1	406760
NG_065154.1	33186
NG_065157.1	5537
NG_065803.1	4957
NG_065158.1	4954
NG_062444.1	29831
NG_070788.1	57693
NG_063529.1	57473
NG_063530.1	1415903
NG_061040.1	4983
NG_063531.1	57474
NG_063532.1	57472
NG_061036.1	5619
NG_061037.1	5613
NG_063105.1	61262
NG_063104.1	4931
NG_063106.1	27291
NG_063108.1	56413
NG_063107.1	1089533
NG_070799.1	27288
NG_065159.1	27292
NG_061300.1	4950
NG_062442.1	4955
NG_017185.1	1213189
NG_061005.1	61418
NG_017187.1	68401
NG_063391.1	41413
NG_064803.1	162425
NG_064804.1	33178
NG_062120.1	1004253
NG_063109.1	1337055
NG_063099.1	45271
NG_064800.1	4897
NG_065466.1	71559
NG_062593.1	71561
NG_062594.1	71562
NG_062595.1	71564
NG_062596.1	71566
NG_062597.1	71993
NG_062598.1	71567
NG_062599.1	71568
NG_063387.1	74400
NG_062625.1	71782
NG_063385.1	76002
NG_063386.1	5610
NG_062008.1	76003
NG_062009.1	76004
NG_062119.1	52866
NG_063390.1	1442378
NG_063392.1	5491
NG_065467.1	46168
NG_062011.1	45543
NG_063394.1	45538
NG_065468.1	78172
NG_062012.1	45541
NG_062013.1	2315449
NG_063395.1	45559
NG_063396.1	45606
NG_242362.1	45574
NG_063397.1	45565
NG_063398.1	45549
NG_062014.1	45522
NG_062015.1	45521
NG_063399.1	45577
NG_063400.1	39397
NG_062016.1	45542
NG_062017.1	45552
NG_063401.1	45525
NG_063404.1	45587
NG_063402.1	45569
NG_063403.1	45585
NG_068360.1	49333
NG_065469.1	45537
NG_065470.1	45599
NG_063405.1	45571
NG_242363.1	52255
NG_065471.1	46584
NG_065472.1	46585
NG_062018.1	45570
